review_text,rating,helpful_yes,helpful_total,Time
Very good quality and value for money,4,25,31,1558923703
Very good quality and value for money,5,7,42,1558999456
Not satisfied with the quality,4,5,7,1559075210
Decent product for the price,3,2,2,1559150963
"Average product, nothing special",1,1,11,1559226717
Not satisfied with the quality,4,15,19,1559302470
Packaging was damaged but product works,3,3,15,1559378223
Fast delivery and excellent quality,4,0,13,1559453977
"Terrible experience, would not recommend",5,6,15,1559529730
Very good quality and value for money,3,19,48,1559605483
"Average product, nothing special",5,13,42,1559681237
Decent product for the price,2,39,48,1559756990
"Average product, nothing special",4,24,32,1559832744
"Terrible experience, would not recommend",5,27,29,1559908497
"Terrible experience, would not recommend",2,8,11,1559984250
Not satisfied with the quality,1,2,14,1560060004
"Poor build quality, stopped working",3,4,17,1560135757
Packaging was damaged but product works,1,5,27,1560211511
Packaging was damaged but product works,5,21,22,1560287264
"Great product, works perfectly",5,9,13,1560363017
Packaging was damaged but product works,3,7,29,1560438771
"Average product, nothing special",3,3,32,1560514524
Packaging was damaged but product works,3,6,44,1560590278
Decent product for the price,5,13,14,1560666031
Packaging was damaged but product works,1,5,6,1560741784
Very good quality and value for money,4,7,14,1560817538
"Great product, works perfectly",4,18,41,1560893291
"Average product, nothing special",4,38,45,1560969045
"Terrible experience, would not recommend",2,34,37,1561044798
Not satisfied with the quality,5,39,45,1561120551
Fast delivery and excellent quality,1,32,43,1561196305
Not satisfied with the quality,2,0,10,1561272058
"Poor build quality, stopped working",5,13,28,1561347811
Fast delivery and excellent quality,5,5,30,1561423565
Decent product for the price,1,9,24,1561499318
Exceeded my expectations,2,13,23,1561575072
"Great product, works perfectly",2,3,18,1561650825
"Terrible experience, would not recommend",3,1,1,1561726578
Not satisfied with the quality,2,15,21,1561802332
Packaging was damaged but product works,1,0,19,1561878085
"Great product, works perfectly",4,5,32,1561953839
Packaging was damaged but product works,5,0,7,1562029592
"Great product, works perfectly",4,14,24,1562105345
"Great product, works perfectly",4,43,45,1562181099
"Poor build quality, stopped working",1,2,8,1562256852
Very good quality and value for money,5,13,33,1562332606
Decent product for the price,5,1,22,1562408359
Packaging was damaged but product works,5,4,4,1562484112
Packaging was damaged but product works,5,3,24,1562559866
Packaging was damaged but product works,5,1,7,1562635619
"Poor build quality, stopped working",4,2,15,1562711372
Not satisfied with the quality,2,11,47,1562787126
"Average product, nothing special",4,1,44,1562862879
Packaging was damaged but product works,5,0,14,1562938633
Not satisfied with the quality,5,0,0,1563014386
Very good quality and value for money,4,2,21,1563090139
Packaging was damaged but product works,1,1,2,1563165893
Decent product for the price,3,21,37,1563241646
"Terrible experience, would not recommend",5,8,13,1563317400
Exceeded my expectations,4,20,35,1563393153
Packaging was damaged but product works,4,14,17,1563468906
"Average product, nothing special",3,34,46,1563544660
"Terrible experience, would not recommend",3,20,40,1563620413
Decent product for the price,5,11,17,1563696167
"Poor build quality, stopped working",4,2,2,1563771920
Exceeded my expectations,5,4,9,1563847673
"Poor build quality, stopped working",4,38,48,1563923427
"Average product, nothing special",4,8,38,1563999180
Exceeded my expectations,2,17,46,1564074934
"Average product, nothing special",5,0,0,1564150687
"Poor build quality, stopped working",3,20,26,1564226440
Decent product for the price,3,7,26,1564302194
Exceeded my expectations,4,3,10,1564377947
Fast delivery and excellent quality,5,33,48,1564453700
Not satisfied with the quality,1,1,4,1564529454
Decent product for the price,5,2,6,1564605207
Exceeded my expectations,3,8,18,1564680961
"Average product, nothing special",3,24,28,1564756714
"Average product, nothing special",1,7,14,1564832467
Very good quality and value for money,3,23,34,1564908221
Decent product for the price,4,31,46,1564983974
"Average product, nothing special",1,32,36,1565059728
"Great product, works perfectly",4,5,11,1565135481
Not satisfied with the quality,5,11,29,1565211234
"Poor build quality, stopped working",2,18,19,1565286988
"Terrible experience, would not recommend",5,33,36,1565362741
Very good quality and value for money,3,2,2,1565438495
"Average product, nothing special",4,1,8,1565514248
"Great product, works perfectly",3,22,40,1565590001
Very good quality and value for money,2,21,38,1565665755
"Great product, works perfectly",2,10,25,1565741508
Very good quality and value for money,1,1,1,1565817262
"Average product, nothing special",2,7,22,1565893015
"Great product, works perfectly",4,14,22,1565968768
Exceeded my expectations,5,8,20,1566044522
Decent product for the price,5,14,15,1566120275
"Terrible experience, would not recommend",4,6,8,1566196028
"Poor build quality, stopped working",2,3,12,1566271782
"Terrible experience, would not recommend",3,12,27,1566347535
"Poor build quality, stopped working",3,12,26,1566423289
Fast delivery and excellent quality,2,0,16,1566499042
Not satisfied with the quality,4,3,37,1566574795
Fast delivery and excellent quality,4,23,35,1566650549
Packaging was damaged but product works,3,0,0,1566726302
"Average product, nothing special",3,3,17,1566802056
Exceeded my expectations,5,3,8,1566877809
Decent product for the price,5,12,12,1566953562
Exceeded my expectations,3,1,39,1567029316
"Terrible experience, would not recommend",5,27,44,1567105069
"Poor build quality, stopped working",5,9,14,1567180823
Fast delivery and excellent quality,3,22,42,1567256576
Exceeded my expectations,3,14,43,1567332329
Fast delivery and excellent quality,4,35,45,1567408083
Not satisfied with the quality,5,2,3,1567483836
Not satisfied with the quality,5,5,32,1567559589
"Poor build quality, stopped working",2,2,23,1567635343
Packaging was damaged but product works,3,34,35,1567711096
Exceeded my expectations,4,35,40,1567786850
Decent product for the price,4,9,9,1567862603
Fast delivery and excellent quality,2,29,35,1567938356
Fast delivery and excellent quality,5,8,19,1568014110
Not satisfied with the quality,4,37,40,1568089863
"Average product, nothing special",5,28,44,1568165617
"Poor build quality, stopped working",5,42,43,1568241370
Fast delivery and excellent quality,5,6,10,1568317123
Not satisfied with the quality,3,1,11,1568392877
Not satisfied with the quality,4,3,17,1568468630
"Great product, works perfectly",2,4,29,1568544384
Fast delivery and excellent quality,4,3,43,1568620137
"Great product, works perfectly",2,35,47,1568695890
Decent product for the price,4,15,36,1568771644
Decent product for the price,2,13,19,1568847397
Not satisfied with the quality,2,10,24,1568923151
"Average product, nothing special",2,1,11,1568998904
"Average product, nothing special",1,13,20,1569074657
"Great product, works perfectly",5,23,24,1569150411
Not satisfied with the quality,5,7,10,1569226164
"Great product, works perfectly",4,6,8,1569301917
"Poor build quality, stopped working",2,25,49,1569377671
"Great product, works perfectly",1,10,24,1569453424
Packaging was damaged but product works,1,15,34,1569529178
Fast delivery and excellent quality,2,25,31,1569604931
Decent product for the price,5,37,48,1569680684
Very good quality and value for money,2,10,13,1569756438
Not satisfied with the quality,3,0,0,1569832191
"Average product, nothing special",2,5,16,1569907945
Exceeded my expectations,2,1,24,1569983698
Fast delivery and excellent quality,4,7,7,1570059451
Very good quality and value for money,4,2,4,1570135205
Packaging was damaged but product works,2,2,4,1570210958
Exceeded my expectations,1,24,40,1570286712
"Average product, nothing special",3,14,34,1570362465
Packaging was damaged but product works,2,17,18,1570438218
"Average product, nothing special",2,11,22,1570513972
"Average product, nothing special",5,6,8,1570589725
Not satisfied with the quality,4,18,29,1570665479
Exceeded my expectations,4,44,49,1570741232
"Poor build quality, stopped working",3,6,15,1570816985
"Great product, works perfectly",3,24,32,1570892739
"Great product, works perfectly",4,1,1,1570968492
Fast delivery and excellent quality,4,13,13,1571044245
"Average product, nothing special",5,9,45,1571119999
Fast delivery and excellent quality,2,0,0,1571195752
Exceeded my expectations,4,1,25,1571271506
"Average product, nothing special",3,13,24,1571347259
"Average product, nothing special",5,12,15,1571423012
Very good quality and value for money,4,5,14,1571498766
Decent product for the price,4,5,25,1571574519
"Great product, works perfectly",2,40,46,1571650273
Exceeded my expectations,4,8,43,1571726026
Packaging was damaged but product works,2,14,15,1571801779
Packaging was damaged but product works,3,12,13,1571877533
"Poor build quality, stopped working",2,4,28,1571953286
"Terrible experience, would not recommend",4,13,23,1572029040
Exceeded my expectations,2,36,46,1572104793
"Terrible experience, would not recommend",3,8,14,1572180546
Very good quality and value for money,5,7,18,1572256300
Packaging was damaged but product works,2,6,7,1572332053
Exceeded my expectations,4,2,33,1572407807
"Average product, nothing special",3,0,1,1572483560
Decent product for the price,1,23,26,1572559313
Not satisfied with the quality,5,7,9,1572635067
Decent product for the price,1,32,34,1572710820
"Poor build quality, stopped working",4,6,22,1572786573
Packaging was damaged but product works,4,18,48,1572862327
Fast delivery and excellent quality,4,1,7,1572938080
Fast delivery and excellent quality,4,13,27,1573013834
Not satisfied with the quality,3,17,22,1573089587
Packaging was damaged but product works,1,1,3,1573165340
Exceeded my expectations,5,13,13,1573241094
"Average product, nothing special",4,18,41,1573316847
"Poor build quality, stopped working",5,18,28,1573392601
Fast delivery and excellent quality,5,0,0,1573468354
Not satisfied with the quality,5,1,3,1573544107
Decent product for the price,4,26,31,1573619861
"Average product, nothing special",3,25,32,1573695614
Fast delivery and excellent quality,5,16,48,1573771368
Decent product for the price,4,21,25,1573847121
Exceeded my expectations,2,15,16,1573922874
Decent product for the price,5,18,38,1573998628
"Average product, nothing special",5,0,22,1574074381
Decent product for the price,4,18,31,1574150134
Exceeded my expectations,1,6,14,1574225888
"Poor build quality, stopped working",3,12,12,1574301641
"Average product, nothing special",5,0,1,1574377395
"Poor build quality, stopped working",5,10,18,1574453148
Not satisfied with the quality,2,4,23,1574528901
Packaging was damaged but product works,1,29,44,1574604655
Decent product for the price,5,16,23,1574680408
Very good quality and value for money,3,10,10,1574756162
"Poor build quality, stopped working",4,7,21,1574831915
Exceeded my expectations,5,9,14,1574907668
Fast delivery and excellent quality,1,9,9,1574983422
"Poor build quality, stopped working",4,12,40,1575059175
Fast delivery and excellent quality,1,25,26,1575134929
Decent product for the price,3,1,8,1575210682
Not satisfied with the quality,5,9,27,1575286435
"Great product, works perfectly",3,0,0,1575362189
"Average product, nothing special",5,16,16,1575437942
